index;client;parrent;client_bin/tin;type;value;del_mark
2040;P Bilcom (Билком белком провайдер интернета);;;Рабочий е-mail;info@bilcom.kz;Нет
2041;P Bilcom (Билком белком провайдер интернета);;;Сайт;bilcom.kz;Нет
2042;P Bitcom (Битком, bit com);;;Телефон контрагента 3;+7 (727) 3292727;Нет
2043;P Bitcom (Битком, bit com);;;Телефон контрагента 2;+7 (727) 375-47-29;Нет
2044;P Bitcom (Битком, bit com);;;Рабочий телефон;+7 (727) 277-81-54;Нет
2045;P Bitcom (Битком, bit com);;;Адрес электронной почты контрагента для обмена электронными документами;info@bitcom.kz;Нет
2046;P Bitcom (Битком, bit com);;;Факт. адрес 2;ул. Жамбыла, уг. ул.Байзакова, 159/265, офис 10;Нет
2047;P Bitcom (Битком, bit com);;;Evernote;http://www.bitcom.kz/;Нет
2048;P BITECH ;;;Рабочий телефон;+7 (727) 2731329;Нет
2049;P BITECH ;;;Рабочий е-mail;info@bitech.kz;Нет
2050;P BITECH ;;;Факт. адрес;г. Алматы, ул. Фурманова/Токмакская 29/34, офис 19  ;Нет
2051;P B-LITE;;;Рабочий телефон;+7 (727) 2922252;Нет
2052;P B-LITE;;;Телефон контрагента 2;+7 (727) 2930707;Нет
2053;P B-LITE;;;Адрес электронной почты контрагента для обмена электронными документами;EGolovatova@b-lite.kz;Нет
2054;P B-LITE;;;Факт. адрес 2;Алматы, ул. Байтурсынова, 65a,;Нет
2055;P B-LITE;;;Evernote;http://www.itmarket.kz/;Нет
2056;P BlueOcean (Битрикс24 доработки, НПК Денис Толстиков Питер);;;Рабочий телефон;+7 (960) 2876897;Нет
2057;P BlueOcean (Битрикс24 доработки, НПК Денис Толстиков Питер);;;Рабочий е-mail;info@blueocean24.ru;Нет
2058;P BlueOcean (Битрикс24 доработки, НПК Денис Толстиков Питер);;;Сайт;www.blueocean24.ru;Нет
2059;P Brand Name;;;Телефон контрагента 2;+7 (727) 2780280;Нет
2060;P Brand Name;;;Рабочий телефон;+7 (727) 3823902;Нет
2061;P Brand Name;;;Факт. адрес 2;пр. Сейфулина, д531,кв 422;Нет
2062;P Brand Name;;;Evernote;http://www.3klik.kz/info/brand-n/;Нет
2063;P British Council (Британский консул);;;Рабочий телефон;+7 (727) 244-41-44;Нет
2064;P CALS COMPUTERS (калс компьютерс);;50440008147;Телефон контрагента 2;+7 (727) 375-00-72;Нет
2065;P CALS COMPUTERS (калс компьютерс);;50440008147;Рабочий телефон;+7 (727) 277-56-28;Нет
2066;P CALS COMPUTERS (калс компьютерс);;50440008147;Рабочий е-mail;soldatov_r@list.ru;Нет
2067;P CALS COMPUTERS (калс компьютерс);;50440008147;Факт. адрес;ул.Карасай Батыра 178 офис 52;Нет
2068;P CALS COMPUTERS (калс компьютерс);;50440008147;Evernote;http://bsk.kz/view.php?id=13410;Нет
2069;"P Center Print ( вместо ""Дизайн   (ITEL  Design Club  Center Print,  Design Club (Ител Трейд))";;50140006734;Телефон контрагента 4;+7 (727) 395-46-33;Нет
2070;"P Center Print ( вместо ""Дизайн   (ITEL  Design Club  Center Print,  Design Club (Ител Трейд))";;50140006734;Телефон контрагента 2;+7 (727) 3796799;Нет
2071;"P Center Print ( вместо ""Дизайн   (ITEL  Design Club  Center Print,  Design Club (Ител Трейд))";;50140006734;Телефон контрагента 3;+7 (727) 3796797;Нет
2072;"P Center Print ( вместо ""Дизайн   (ITEL  Design Club  Center Print,  Design Club (Ител Трейд))";;50140006734;Рабочий телефон;+7 (727) 395-46-32, доб. 104;Нет
2073;"P Center Print ( вместо ""Дизайн   (ITEL  Design Club  Center Print,  Design Club (Ител Трейд))";;50140006734;Факт. адрес 2;г. Алматы, ул. Толе би 181, к.12;Нет
2074;"P Center Print ( вместо ""Дизайн   (ITEL  Design Club  Center Print,  Design Club (Ител Трейд))";;50140006734;Evernote;http://www.itel.kz;Нет
2075;P City Com (Сити Ком);;6,009E+11;Телефон контрагента 2;+7 (727) 250-12-09;Нет
2076;P City Com (Сити Ком);;6,009E+11;Рабочий телефон;+7 (727) 250-08-70;Нет
2077;P City Com (Сити Ком);;6,009E+11;Рабочий е-mail;zakaz@citycom.kz ;Нет
2078;P City Com (Сити Ком);;6,009E+11;Факт. адрес 2;Алматы, Наурызбай батыра, 3 крыльцо (уг.ул Гоголя), дом № 58;Нет
2079;P City Com (Сити Ком);;6,009E+11;Evernote;http://www.citycom.kz/;Нет
2080;P CLA Картриджная компания (CopyLineAlmaty, Копи Лайн Алматы, КЛА);;;Телефон контрагента 2;+7 (727) 382-01-53;Нет
2081;P CLA Картриджная компания (CopyLineAlmaty, Копи Лайн Алматы, КЛА);;;Рабочий телефон;+7 (727) 274-72-10;Нет
2082;P CLA Картриджная компания (CopyLineAlmaty, Копи Лайн Алматы, КЛА);;;Факт. адрес 2;ул. Черкасской обороны, 76;Нет
2083;P CLA Картриджная компания (CopyLineAlmaty, Копи Лайн Алматы, КЛА);;;Факт. адрес;Ул. Ауэзова 106;Нет
2084;P CLA Картриджная компания (CopyLineAlmaty, Копи Лайн Алматы, КЛА);;;Evernote;http://rashodka.kz/;Нет
2085;P CNS Group;;;Рабочий телефон;+7 (727) 375-23-77;Нет
2086;P CNS Group;;;Телефон контрагента 2;+7 (727) 317-08-08;Нет
2087;P CNS Group;;;Телефон контрагента 3;+7 (727) 375-00-38;Нет
2088;P CNS Group;;;Адрес электронной почты контрагента для обмена электронными документами;info@cns.kz ;Нет
2089;P CNS Group;;;Факт. адрес 2;ул.Жарокова 16 уг.ул Калинина;Нет
2090;P CNS Group;;;Сайт;www.cns.kz/       www.not.kz;Нет
2091;P Complit IT;;;Рабочий телефон;+7 (727) 329-98-51;Нет
2092;P Complit IT;;;Рабочий е-mail;info@complit.kz;Нет
2093;P Complit IT;;;Факт. адрес;ул. Мынбаева, дом 46, 3 этаж, офис 305,;Нет
2094;P Complit IT;;;Evernote;http://www.complit.kz;Нет
2095;P Computer Service (Компьютер срвис);;;Рабочий телефон;+7 (727) 2582020;Нет
2096;P Computer Service (Компьютер срвис);;;Рабочий е-mail;ebaynazarova@cs.kz;Нет
2097;P Computer Service (Компьютер срвис);;;Факт. адрес;ул.Амангельды 64 уг ул Калинина;Нет
2098;P Computer Service (Компьютер срвис);;;Сайт;www.cs.kz;Нет
2099;P Computer Service (Компьютер срвис);;;Evernote;evernote:///view/12931884/s117/cabf2c02-7ed5-40af-9480-3ca38f3ae76a/cabf2c02-7ed5-40af-9480-3ca38f3ae76a/http://;Нет
2100;P Cайран;;;Рабочий телефон;+7 (727) 3967063;Нет
2101;P Cайран;;;Рабочий е-mail;ma.sayran@rambler.ru;Нет
2102;P Cайран;;;Факт. адрес;Толе би 294;Нет
2103;P Cайран;;;Evernote;http://www.xn--80aa0arnd.kz/;Нет
2104;P D -link (д - линк);;;Телефон контрагента 2;+7 (727) 378-56-83;Нет
2105;P D -link (д - линк);;;Рабочий телефон;+7 (727) 378-55-90;Нет
2106;P D -link (д - линк);;;Рабочий е-mail;almaty@dlink.ru;Нет
2107;P D -link (д - линк);;;Факт. адрес;050008, г. Алматы, ул. Курмангазы, дом 143 (уг. Муканова) ;Нет
2108;P D -link (д - линк);;;Evernote;http://www.dlink.ru/ru/;Нет
2109;P DataClick (Датаклик);;;Телефон контрагента 2;+7 (707) 2071229;Нет
2110;P DataClick (Датаклик);;;Рабочий телефон;+7 (727) 2923334;Нет
2111;P DataClick (Датаклик);;;Рабочий е-mail;info@dataclick.kz;Нет
2112;P DataClick (Датаклик);;;Факт. адрес;ул.Муратбаева 134, офис 204;Нет
2113;P DataClick (Датаклик);;;Evernote;http://dtees.kz/;Нет
2114;P Datex Engineering ТОО (датекс);;51240007045;Телефон контрагента 2;+7 (727) 3783200;Нет
2115;P Datex Engineering ТОО (датекс);;51240007045;Факт. адрес;050026, РК, г. Алматы, ул. Айтеке би 174, кв. 26;Нет
2116;P Datex Engineering ТОО (датекс);;51240007045;Evernote;www.datex.kz;Нет
2117;P Delta Chip (дельта);;;Телефон контрагента 2;+7 (727) 2610304;Нет
2118;P Delta Chip (дельта);;;Рабочий телефон;+7 (727) 2729798;Нет
2119;P Delta Chip (дельта);;;Факт. адрес;Алматы, пр-т Сейфуллина, 534;Нет
2120;P Delta Chip (дельта);;;Evernote;http://www.deltachip.kz;Нет
2121;P Device computers (девайс компьютерс);;;Рабочий телефон;+7 (727) 72720132;Нет
2122;P Device computers (девайс компьютерс);;;Телефон контрагента 2;+7 (727) 73909609;Нет
2123;P Device computers (девайс компьютерс);;;Телефон контрагента 3;+7 (727) 77025660;Нет
2124;P Device computers (девайс компьютерс);;;Телефон контрагента 4;+7 (727) 77175993;Нет
2125;P Device computers (девайс компьютерс);;;Рабочий е-mail;info@devices.kz;Нет
2126;P Device computers (девайс компьютерс);;;Факт. адрес 2;ул. Наурызбай Батыра, 63 (уг. ул. Советской);Нет
2127;P Device computers (девайс компьютерс);;;Юр. адрес;ул. Наурызбай Батыра, 63 (уг. ул. Советской);Нет
2128;P Device computers (девайс компьютерс);;;Сайт;http://devices.kz;Нет
2129;P Dias;;;Рабочий телефон;+7 (727) 3782727;Нет
2130;P Dias;;;Факт. адрес;ул. Казыбек би, 167/80 (уг. ул. Жумалиева);Нет
2131;P Dias;;;Evernote;http://www.dias.kz/;Нет
2132;P DIGIS (Digital System Asia);;;Рабочий телефон;+7 (727) 2468852;Нет
2133;P DIGIS (Digital System Asia);;;Телефон контрагента 3;+7 (727) 2472907;Нет
2134;P DIGIS (Digital System Asia);;;Адрес электронной почты контрагента для обмена электронными документами;digis@digis.kz;Нет
2135;P DIGIS (Digital System Asia);;;Факт. адрес 2;г. Алматы, мкр. Горный Гигант, ул.Ахмедьярова, дом № 28;Нет
2136;P DIGIS (Digital System Asia);;;Сайт;//www.digis.kz;Нет
2137;P DISTI ( Дисти Westcom Trade);;;Телефон контрагента 3;+7 (727) 395-05-10;Нет
2138;P DISTI ( Дисти Westcom Trade);;;Телефон контрагента 2;+7 (727) 395-05-11;Нет
2139;P DISTI ( Дисти Westcom Trade);;;Рабочий телефон;+7 (727) 395-03-30;Нет
2140;P DISTI ( Дисти Westcom Trade);;;Рабочий е-mail;support@disti.kz;Нет
2141;P DISTI ( Дисти Westcom Trade);;;Факт. адрес 2;Мынбаева 44 уг.ул клочкова;Нет
2142;P DISTI ( Дисти Westcom Trade);;;Evernote;http://disti.kz/;Нет
2143;P DL Computers;;;Рабочий телефон;+7 (727) 379-67-68;Нет
2144;P DL Computers;;;Адрес электронной почты контрагента для обмена электронными документами;shop@lion.kz;Нет
2145;P DL Computers;;;Факт. адрес 2;ул. Толе би, 173 (уг. ул. Айтиева);Нет
2146;P Ducat (Дукат);;;Рабочий телефон;+7 (727) 2505050;Нет
2147;P Ducat (Дукат);;;Факт. адрес;ул.Байзакова 221, уг.ул Карасай батыра (Виноградова);Нет
2148;P Ducat (Дукат);;;Evernote;http://www.ducat.kz/?lan=ru&id=1;Нет
2149;P Electro System kz Project ( Электро систем КЗ) ;;;Телефон контрагента 2;+7 (727) 299-92-94;Нет
2150;P Electro System kz Project ( Электро систем КЗ) ;;;Рабочий телефон;+7 (727) 227-86-56;Нет
2151;P Electro System kz Project ( Электро систем КЗ) ;;;Рабочий е-mail;info@esproject.kz;Нет
2152;P Electro System kz Project ( Электро систем КЗ) ;;;Факт. адрес;г. Алматы, ул. Толе би, д. 304 1й этаж.;Нет
2153;P Electro System kz Project ( Электро систем КЗ) ;;;Evernote;http://electro-system-kz-project-too.citylife.kz/;Нет
2154;P Eurasia  Group (Майкрософт);;;Телефон контрагента 3;+7 (7162) 77-39-40;Нет
2155;P Eurasia  Group (Майкрософт);;;Рабочий телефон;+7 (7162) 77-43-93;Нет
2156;P Eurasia  Group (Майкрософт);;;Факт. адрес 2;Кокшетау;Нет
